message,label,followers_count
"@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)",1,54
chick corea was tonight...and I missed it  ...now she sobs,1,304
I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!,1,919
needs to study for quant and do legal process assessment for 2moro ,1,230
"@itsangie i canceled it, with plane tickets, hotel stay and tickets.. it was close to $400 if we eat cheaply.   man i soooo want to see O!",0,744
"@polaroidskyline that sounds fair horrible.  i was going to repeat myself, but i guess the text I just sent you would do it better. whee.",1,387
"@bivancamp aw, that suuuucks  Sorry dear!",1,771
@NeYawn Yeah! Interview... Don't know even when it is... ,1,79
"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!",0,1276
had the worst dream abt some turd face i used to date... ugh. it was awful. ,1,456
@shresthayash  ouch I can just imagine a toothpic in the eye or something ,1,261
uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter,1,1253
Why do people keep following me and then randomly stop?  It makes me sad!,1,633
Still feeling bleh... Spew burps and all ,1,10
hot deadline... ,0,1884
"has to return the shirt she bought from Topshop bc she has $50 in her bank account that has to last her the rest of the month, life sucks ",1,102
woke up at 6am  far too early...more coffee then,1,344
is tooooooooo cold. ,1,443
Why is it raining tomorrow night after it was sooo nice today?!  Guess I should be thankful that I was able to enjoy it at least.,1,621
Michael Crichton ,1,5819
CURSE MY SLOW INTERNET. I miss YouTube ,1,13095
feels a headache coming on! ,1,372
@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ,1,280
Working on the Holy Week ,1,122
@marnieblaze haha nope. i guess nothing is original these days ,1,640
"Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh ",1,843
all thats stapling chipped my nails ,1,27
 is cold,1,252
@PaulTeeter we passed by the border ,0,82
"Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good...",1,852
Just got back from the hospital. BF's nephew might have meningitis ,1,324
Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhi�u vi?c ,1,7184
is coldd ,1,113
Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw,1,171
Boo another day at work  but only 3 to go then 3 days off ; ),1,152
driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer ,0,221
Not anymore  how does Daisy manage to take up 75% of the bed?,1,23604
@garretjiroux do u write back on twitter? i miss ya garee...  x,1,1097
"Getting changed in the hopes that, that means we can go to the store now!  Poor cat is out of food...oops. ",1,9684
I'm in pain ,0,816
"@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. ",1,322
i miss my bcd friends ,1,424
@oliyoung But that requires assembly! Assembly is completely overrated tonight. This is harder than I thought ,1,189
On a diet.... Woke up 2day Hungry ,1,162
@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet I'm a good tucker inner haha,1,192
I hate cooking dinner ,0,263
@maikeru76 you aren't connected with me back...so I can't DM you...  ,1,26
My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ,1,313
"@riskyrevenge Wait, what? Sick? ",0,3747
@oishiieats did they play polite dance song?? only my fav. please dont say they did. or course they did.   damn me!,1,2431
I need to find a battery for an Elinchrom Ranger.  Nobody in Canada has any in stock ,1,1340
So now it's just a wait &amp; see game. I fall asleep &amp; it might or might not be there when I wake. ,1,234
Off to London today ,1,723
Smile like you mean it. Wow. This song brings back memories. Still can't sleep. ,1,480
@muzocan we should talk about this australia issue.. ,1,812
"I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! ",1,2077
"Sorry, was getting ready.  Going to leave at 8am today.",1,18255
Got a speeding ticket ,1,553
@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it ,1,120
@scarletjac but not good for me close to my current challenge ,1,257
"But the international font looks ugly. Going back to original font. After all, who'd tweet in malayalam ",1,6737
doing some business studies revision ,1,1638
misses David actually ,1,286
http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? ,1,430
I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.,1,1227
Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.,1,1800
I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb,1,1108
Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx,1,20
@ItsDawns Thank @rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude,1,308
"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!",0,88
@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade ,1,1226
@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor ,1,597
@zaibatsu ME...I'm up.  ,1,768
was super lucky to get a seat on the train. We pay �40 for this 25 min journey. ,1,879
@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. ,1,1045
"My navel piercing tore a bit when I was forcing my dog into the bed of my truck.  MY FAULT, I know.    It looks to be healing.  Yay!",1,295
"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!",0,133
Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,1,733
"Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. ",0,34
I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ,1,155
@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets ,1,316
Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!,1,116
I need some selsun blue...pretty sure i have a small spot of haole rot ,1,857
I think im coming down with something. ,1,36
re newing my twitter ,1,337
@lindseyviloria about that... I am gonna be in mexico ,1,4476
@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely,1,3153
"Hates hearing his girl being ill, nothing I can do though ",0,330
"@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. ",1,789
@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow.,1,2565
@NoelClarke Good morning you. Stop ignoring me just cos i said i like *cough* Take That  Am very sad now..boo hoo!,1,765
Feeling light headed and gross ,1,200
thanks chaffie... thousand apologies. please fogive me 4 i have sinned. ,1,219
"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3",0,18
"@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! ",0,1123
Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat ,1,448
@HolyJaw all in the middle if the night. I've committed myself to installing windows 7 with boot camp but I'm already having issues ,1,2355
"@RedGray Ah man- so sad, his cousin committed suicide yest and she was 8 months pregnant  - can you imagine... we been crying non stop... ",0,21
damn its down. ,1,49
Megan equals Murder. ,0,2295
poor Sandra Cantu. My heart goes out to her family and friends. Rest in Peace Little One! ,1,135
morning all. v. groggy this morning.... ,1,679
I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing ,1,77
Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? ,1,22
why luke worral doesnt have twitter? ,1,49
@Dynoisthename haha you better watch those two. They might actually kill each other. ,1,249
twitter is a lot less interesting since cute people suddenly stopped flirting with me ,1,670
My stomach is feeling satisfied now......been starving for 2 hours. ,1,253
is very disappointed. ,1,206
"I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  ",1,777
@marlonjenglish ,1,367
@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!,1,184
@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.,1,333
I wish I had someone to talk to. I'm so upset.  no one likes me anyway,1,1930
@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night,1,217
@Japh I wish I'd known that there were more tickets earlier. Rang this arvo - one left but Amy would end up sitting alone. Sigh  Too Hard.,1,973
"woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote ",0,376
"WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character! ",1,118
equinux.com just crashed safari tks you! ,0,490
&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation ,0,804
"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday ",1,221
"really now, time for sleep.  dreaming of my city, more tattoos, and other great things.  waking up to early morning sociology ",1,211
"Just bought Sour gummi worms, peach gummi O's, and cheeto puffs... AND a 44 ounce soda... I'm such a fat ass  Had a huge dinner too.",0,1229
"@Tubeyornot2B you and me both. I thought I found a tweetheart, but I guess not.  so the search continues.. :-\",1,1352
"@Pixie_Anna scroll back a few hours, you missed a whole lotta Jon ",1,158
@CyFyre no   finished two years then had twinzzzzzzzzzzz,1,1342
Missed #24 and #the hills  now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities,1,46
"Oh, and it's officially my birthday. Happy 23rd birthday to me! *looks around* Yet no one is here to wish it to me  Erik's in bed.",1,149
Needs the motivation to get dressed and go to work I hate training ,0,149
Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.,1,881
I just had two people stop following me ,1,54
Tried to fix hubby's computer. It didn't come with disks and now windows key won't work.  might have to buy it (like we can afford that),1,761
@V3events  no way!?  Ur at a game right now!? ,1,408
It seems that Twitter lost some updates yesterday - again!!  #twitter #fail,0,58
my paronychia hurts ,1,28
http://twitpic.com/2y4vn - remember these days? neither do i. siiiiike. i miss my old body  someday soon u shall be miiiiine.,1,1504
